ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long,customer_num_trans_1_day,customer_num_trans_7_day,customer_num_trans_30_day,trans_time_secs,trans_time_hrs,trans_time_is_night,trans_time_day,trans_date_is_weekend,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day
827-37-5823,36115201217597,Heather,Ramirez,F,9372 Kelly Squares,Chandler,AZ,85249,33.2414,-111.7745,255641,Oceanographer,1947-06-26,345005753073,adults_50up_female_urban.json,362676751dc933d80beaee8b1b3643da,2022-12-03,08:32:53,1670052773,food_dining,7.58,0,fraud_Weber and Sons,34.031882,-112.069076,0,0,6,42030,9,0,5,1,75.05,86.32,12.67,272.44,46266.45,31623.98,0,13,22,46
669-31-9193,2273832078927631,Sheila,Wood,F,18998 Richard Trafficway,Vallejo,CA,94591,38.0985,-122.2124,119080,"Nurse, children's",1990-08-07,868153376660,adults_2550_female_urban.json,0114832ae13b3c3503516c0432af989b,2022-12-28,16:25:52,1672241152,health_fitness,60.84,0,"fraud_Hermiston, Pacocha and Smith",38.945889,-121.306773,6,9,18,62890,14,0,2,0,56.24,50.87,31.92,1477.09,66681.75,611912.77,7,10,20,39
890-06-2688,2241167954283265,Kathleen,Johnson,F,7811 Benitez Mountain,Akron,OH,44302,41.092,-81.542,272134,Software engineer,1964-04-21,809220949382,adults_50up_female_urban.json,3e40bf8c7086f8be092313036ec48ffc,2022-12-02,02:08:38,1669943318,food_dining,54.36,0,"fraud_Turner, Ziemann and Lehner",41.735544,-81.459741,4,8,16,64606,0,1,4,0,49.4,2.36,32.96,640.08,93562.17,307961.16,5,8,21,21
704-83-7152,4084290765569,Annette,Davis,F,195 Michael Wall,Topeka,KS,66610,38.9822,-95.7461,163415,"Administrator, charities/voluntary organisations",1995-05-20,694641059365,adults_2550_female_urban.json,3624063182b1f47b2f590b802563d5d7,2022-06-01,06:32:19,1654061539,grocery_net,4.62,0,fraud_Heller-Abshire,39.69556,-96.431784,2,5,13,66709,16,0,2,0,10.26,85.07,14.49,1709.43,22007.01,192331.32,0,13,16,49
559-38-5032,4295026480164403731,Michael,Collier,M,8127 Contreras Extension Apt. 102,Zebulon,NC,27597,35.8321,-78.3174,22181,Chief Executive Officer,1978-09-22,540642672764,adults_2550_male_urban.json,581ab58d147caea35ec7c51535af3a39,2023-03-11,18:03:11,1678554191,kids_pets,58.62,0,fraud_Goyette-Gerhold,36.807248,-78.735101,5,6,13,20860,13,0,5,1,87.71,84.42,36.07,3270.41,8302.9,229830.79,2,9,17,44
360-16-1355,4989772709416,Jamie,Mccann,F,61573 Young Loop Apt. 906,Niles,IL,60714,42.0312,-87.8112,29931,Customer service manager,1973-09-25,708581190899,adults_2550_female_urban.json,2f63c124e797598ec6c9efca4057a8be,2022-08-09,05:46:57,1660020417,misc_pos,196.24,0,fraud_Turcotte-Halvorson,42.012238,-87.249093,2,2,8,63868,12,0,1,0,33.46,70.17,5.76,1093.83,45710.07,408171.14,4,10,13,45
096-64-3904,4762825497917104,Michael,Butler,M,30477 Nicole Mews Suite 258,Beaumont,TX,77713,30.085,-94.2607,142692,Financial controller,1989-10-08,722569337467,adults_2550_male_urban.json,0d84291e9d153a4f096ca226d1724e27,2022-12-14,15:31:33,1671028293,food_dining,2.5,0,fraud_O'Hara-Wilderman,30.503308,-95.168009,0,3,11,83635,19,0,2,0,41.59,63.47,62.24,368.13,70126.0,196834.0,0,1,17,11
674-05-2939,343926142939687,Gary,Campos,M,185 Connor Fort,Fredericksburg,VA,22408,38.2481,-77.4681,156008,Call centre manager,1970-03-05,662887798281,adults_50up_male_urban.json,686d5aef5101b2cbf53d79d42650bd13,2022-05-25,04:22:23,1653448943,gas_transport,97.09,0,fraud_Luettgen PLC,38.644321,-78.230464,0,4,14,45019,17,0,2,0,25.76,35.17,64.41,1036.78,21275.96,1002363.79,6,10,17,33
117-89-4182,30599386938307,Patricia,Orozco,F,472 Mendez Glen Apt. 114,Whitesburg,KY,41858,37.1388,-82.855,8064,Lobbyist,1978-09-09,380164959444,adults_2550_female_urban.json,b087d1143c95adf98a5589923e3c754f,2023-01-16,14:15:36,1673874936,home,23.51,0,fraud_O'Connell-Ullrich,37.669997,-82.63208,0,4,11,83113,15,0,0,0,59.55,2.45,21.11,2771.91,40314.05,907139.33,0,14,19,30
053-43-0130,2367998407678992,Taylor,Stein,F,08069 Tran Grove Suite 717,Avondale,AZ,85392,33.4777,-112.3093,74817,Writer,1936-04-30,712702425539,adults_50up_female_urban.json,009051b2a3b7e7645308e360b574970d,2022-06-13,02:43:34,1655084614,grocery_net,93.04,0,"fraud_Swaniawski, Bahringer and Ledner",32.728718,-111.971815,6,8,13,21221,0,1,0,0,61.1,80.81,45.98,1832.65,51384.83,809484.1,5,12,23,15
348-03-3223,375102889837275,Ryan,Case,M,52342 Salas Point,Asheville,NC,28804,35.6374,-82.5646,120389,Commercial/residential surveyor,1999-09-08,527530425564,young_adults_male_urban.json,c65ab1dd712fee440f7213fb8c14db7f,2023-04-10,14:36:59,1681133819,personal_care,5.4,0,"fraud_Hahn, Bahringer and McLaughlin",36.075394,-83.116103,2,3,9,82055,6,0,0,0,71.37,54.34,16.41,2663.55,43668.28,164647.14,6,10,12,17
547-17-7802,4892903188135584,Marissa,Davis,F,098 Jennifer Extension,Apex,NC,27502,35.7225,-78.8408,49523,Mechanical engineer,1946-11-29,325938115213,adults_50up_female_urban.json,9bd3329056b5661d0f277fb266e0fb8e,2022-09-15,10:42:37,1663234957,shopping_pos,7.66,0,"fraud_Quitzon, Green and Bashirian",35.772281,-78.807255,0,4,10,39131,8,0,3,0,81.65,24.97,45.24,3605.02,36852.53,206054.56,4,6,13,32
327-39-4863,4325299369455165,Julie,Patrick,F,82920 Henry Parkways Apt. 679,Forney,TX,75126,32.7491,-96.4598,33396,"Research officer, government",1956-01-26,41014746611,adults_50up_female_urban.json,557339c6d43237bb9c1a67fab1677664,2023-05-03,20:59:52,1683143992,travel,21.08,0,"fraud_Reichel, Bradtke and Blanda",32.316877,-96.922514,3,7,15,26412,20,0,2,0,30.96,11.97,48.13,1966.21,9825.73,371080.0,0,0,17,30
032-80-4639,3505205356665140,Mercedes,Frazier,F,8548 Kennedy Crossroad Apt. 600,Stockton,CA,95203,37.9532,-121.3116,357430,Proofreader,1991-09-21,577053164372,adults_2550_female_urban.json,d5843c83036d0a23a37af80febc11ad8,2023-03-12,17:09:38,1678637378,kids_pets,103.52,0,fraud_Waelchi Inc,37.63967,-121.43986,4,4,10,25076,15,0,6,1,88.72,58.97,30.95,2603.35,67289.16,647237.01,0,2,4,22
127-56-2397,4223288377441971,Holly,Hill,F,176 Hernandez Haven Suite 196,Arkansas City,KS,67005,37.0676,-97.0357,16535,"Administrator, arts",1984-12-30,333205873837,adults_2550_female_urban.json,782e5adc16f8d3b8a0a4e8a8a6f4769b,2022-12-05,17:02:16,1670256136,food_dining,5.84,0,fraud_Will Ltd,36.181837,-97.571903,1,6,11,25589,16,0,0,0,37.15,3.25,54.81,3828.15,45300.64,845879.59,2,7,15,26
552-96-8948,3573467065627293,Kimberly,Meadows,F,62720 Gray Forest,Camp Hill,PA,17011,40.2352,-76.9291,34586,"Programme researcher, broadcasting/film/video",1982-04-04,370770979513,adults_2550_female_urban.json,d7b21e2039390751ec14675ffd1155de,2023-04-15,13:30:39,1681561839,personal_care,121.59,0,fraud_Monahan-Morar,40.580797,-76.192669,0,2,10,48864,16,0,5,1,37.66,77.85,68.44,3002.17,21764.54,623900.95,5,14,21,42
790-96-4101,4890290176983079127,Scott,Williams,M,13111 Robert Forks Apt. 907,Commerce,GA,30529,34.2134,-83.448,17672,Medical technical officer,1959-10-24,519216412049,adults_50up_male_urban.json,c5120c572bcf31beecd3b5a19685dc30,2022-10-02,00:21:45,1664666505,shopping_pos,81.84,0,fraud_Macejkovic-Lesch,33.390891,-84.325516,6,11,18,42295,10,0,6,1,77.41,30.71,50.47,4453.26,13565.6,479436.11,4,9,19,34
720-62-7991,676345509647,Terry,Fletcher,M,26853 Hicks Street,Cochranville,PA,19330,39.8757,-75.9214,5421,"Scientist, physiological",1944-05-12,968512448768,adults_50up_male_urban.json,f1a39ed838609e5afd742b29cb7da4e0,2022-11-26,06:52:47,1669441967,food_dining,8.1,0,fraud_Jakubowski Group,39.917876,-75.379759,3,6,12,7410,22,1,5,1,6.13,6.67,54.97,2712.56,61392.46,559839.43,4,10,22,13
487-16-8916,5400717917079539,Michelle,Castro,F,88977 Munoz Route,League City,TX,77573,29.5173,-95.0963,71580,Operational researcher,1995-05-02,397156438814,adults_2550_female_urban.json,c4c86aa141a82cf1f2eeb8d1646b828e,2022-05-08,09:29:13,1651998553,gas_transport,41.99,0,fraud_Cummings LLC,29.503411,-95.933079,3,7,12,23847,17,0,6,1,10.93,3.32,51.34,1143.19,95540.44,1042162.56,1,4,22,21
602-46-2781,213176774239355,Michael,Robinson,M,732 Meyer Forge,Columbus,OH,43229,40.0839,-82.9726,783285,Translator,1998-07-08,847904844115,young_adults_male_urban.json,eda18df986ffd0f6e7aecdefede64834,2022-10-07,19:15:57,1665166557,shopping_pos,87.35,0,"fraud_Daugherty, Pouros and Beahan",40.122345,-82.126737,2,6,16,9866,11,0,4,0,71.39,51.17,13.0,3531.19,9969.8,552793.22,0,2,2,22
247-96-6776,348829031186094,Amy,Pearson,F,6650 Sullivan Divide Suite 555,Pittsfield,NH,3263,43.2874,-71.333,4114,"Engineer, chemical",1995-10-14,977180519360,adults_2550_female_urban.json,79149f85146d4b929731a2af97e1876b,2022-05-31,04:45:46,1653968746,grocery_net,11.49,0,fraud_Hintz-Bruen,44.27237,-71.744269,3,4,11,52609,7,0,1,0,76.6,20.75,10.86,4043.73,19422.59,472939.43,6,12,21,29
623-86-6578,2611590599477459,Austin,Trevino,M,517 John Cove,State University,AR,72467,35.8422,-90.6735,303,Prison officer,1969-04-21,730173349647,adults_50up_male_rural.json,c55775c2a7942e4d36bc1d21b1372ff3,2022-12-11,19:55:43,1670784943,health_fitness,4.86,0,fraud_Torphy-Kertzmann,36.794791,-90.580689,1,5,15,66321,13,0,6,1,62.14,59.73,31.44,1187.15,89569.72,318315.09,2,12,14,39
585-57-4294,582361965384,Tammy,Ferguson,F,386 Billy Trace,North Hills,CA,91343,34.2366,-118.4758,60254,Conference centre manager,1998-05-18,70390397120,adults_2550_female_urban.json,8e8084578924cef9546b4d9036652e04,2023-02-22,18:29:26,1677086966,kids_pets,33.45,0,fraud_Ruecker-Mayert,33.69333,-117.883351,1,5,13,19210,7,0,2,0,72.35,81.33,17.85,1016.31,88132.58,753763.35,0,11,12,37
339-65-2965,4733912990371912750,Linda,Bradley,F,7142 Kristine Corners Suite 220,Lake Crystal,MN,56055,44.1202,-94.2184,3902,"Nurse, adult",1990-11-29,720937640717,adults_2550_female_urban.json,1ada2553809a8a6c35d53e016a6a09f5,2023-02-05,14:30:13,1675603813,home,8.72,0,fraud_Botsford and Sons,43.184499,-94.712406,1,6,13,22954,23,1,6,1,10.21,76.29,31.45,3335.54,24942.19,809490.3,1,15,16,25
888-34-0120,4536000266604789,Amy,Trujillo,F,714 Jeffrey Corners,Pomona,KS,66076,38.6153,-95.4489,2200,Cytogeneticist,1981-07-26,956905224818,adults_2550_female_rural.json,7d890dc53435433212dde968b43ae82a,2023-04-02,15:22:48,1680445368,personal_care,95.13,0,fraud_Prosacco LLC,38.037875,-94.775527,3,6,14,61019,2,1,6,1,55.28,62.86,58.4,1931.05,78623.3,162909.82,6,10,19,40
562-37-9394,346991619853966,Nicholas,Carter,M,433 Williams Field Apt. 737,San Diego,CA,92109,32.7969,-117.2405,1241364,"Engineer, maintenance (IT)",1990-07-12,648297808617,adults_2550_male_urban.json,d2e111bd023d0519323a31b992e60790,2022-05-29,04:39:32,1653795572,gas_transport,570.09,0,fraud_Harber Inc,32.981851,-116.867398,5,5,15,52158,15,0,6,1,29.22,88.73,13.38,1893.67,27567.92,554891.82,4,12,13,44
446-20-9211,180048357531483,Patricia,Murillo,F,102 Anderson Route,Falls Church,VA,22044,38.8589,-77.1548,116155,Event organiser,1983-04-18,155511806272,adults_2550_female_urban.json,2b5bc9a9c568d19300d8b608fd74d9f2,2022-09-12,18:57:31,1663005451,shopping_net,98.76,0,fraud_Medhurst PLC,38.57201,-77.036841,5,7,17,48901,3,1,0,0,8.0,26.96,9.91,2181.28,85067.03,462449.53,6,11,14,47
563-82-8172,4505219405044,John,Walton,M,796 Brooke Groves,Rio Grande City,TX,78582,26.3942,-98.8104,40455,Marine scientist,1947-01-13,648323059863,adults_50up_male_urban.json,c826ae6b1a924b016f81a353a39616e2,2022-12-11,15:58:38,1670770718,food_dining,27.17,0,fraud_Schulist Ltd,27.13514,-99.562567,0,4,10,54188,21,1,6,1,65.76,12.4,13.89,3484.12,97807.94,728136.25,6,7,18,29
699-88-5842,2391395215016426,Jasmine,Smith,F,35084 Julian Forest,Long Beach,CA,90807,33.8315,-118.1811,471952,"Clinical scientist, histocompatibility and immunogenetics",1979-01-20,591073411222,adults_2550_female_urban.json,47a49c9670d587bf0f483c43c8364c29,2023-03-27,12:41:24,1679917284,personal_care,45.77,0,fraud_Erdman-Ebert,33.836432,-117.203412,4,4,10,39040,11,0,0,0,2.39,73.24,38.71,3696.97,97266.75,101126.82,2,2,10,16
721-59-0136,503893909401,Rachael,Kerr,F,954 Miranda Mills,Wilson,NC,27896,35.7715,-77.973,59853,Outdoor activities/education manager,1957-11-21,664443969856,adults_50up_female_urban.json,34a0f3f985dd5eaac22ee01768ebc482,2022-06-03,09:19:34,1654244374,gas_transport,21.97,0,"fraud_Schaefer, Maggio and Daugherty",35.86895,-78.439436,0,2,7,83366,6,0,4,0,39.12,38.79,54.85,3125.38,92171.72,379936.29,6,12,15,45
295-78-2307,30367744732451,Jesse,Sampson,M,4968 Alvarez Motorway Suite 041,Streator,IL,61364,41.1225,-88.8307,20133,Ecologist,2000-09-11,600864603180,young_adults_male_urban.json,3d39b5a68be67c25a73850a1131a01b6,2022-07-15,18:03:41,1657904621,grocery_pos,65.49,0,fraud_Koepp-Parker,41.42639,-89.543928,5,7,15,63800,5,0,4,0,41.19,3.53,22.6,2834.94,84113.8,841475.73,4,11,21,40
744-30-3995,2238634923524934,Katherine,Lara,F,1762 Monroe Cove,American Fork,UT,84003,40.3928,-111.7941,42384,Accounting technician,2000-12-27,714038244008,young_adults_female_urban.json,91ebf3c7c4ef8f4a918349428d13e5e9,2022-08-12,12:17:49,1660303069,misc_pos,11.76,0,fraud_Eichmann-Russel,39.797524,-111.442875,4,9,18,58437,3,1,4,0,14.57,10.05,34.8,2213.14,45448.23,25754.87,4,7,13,30
336-95-6353,4464196234219266,Robert,White,M,04104 Cheryl Place,Chesapeake,VA,23320,36.7352,-76.2384,222272,"Engineer, water",2003-09-20,309721979753,young_adults_male_urban.json,ee95e63eabb786df15516ec4a9a6cf48,2022-10-21,12:03:36,1666350216,shopping_pos,66.36,0,fraud_Barrows PLC,37.064237,-76.686175,4,8,15,80093,23,1,4,0,44.39,66.21,59.4,3346.42,76181.97,399435.39,0,1,4,33
072-42-7873,5207353527841384,Richard,Velez,M,37578 Curry Stream,Gainesville,FL,32605,29.6785,-82.3679,197025,"Engineer, aeronautical",1961-02-01,439400087386,adults_50up_male_urban.json,c57096e607cfc708ecffae8b7c548656,2022-10-04,06:21:15,1664860875,shopping_pos,95.25,0,"fraud_Bins, Balistreri and Beatty",28.883227,-81.795107,5,9,17,32528,5,0,1,0,73.7,73.65,25.95,163.09,61250.84,847601.88,6,13,20,21
212-59-3401,3566359066799834,Sherri,Jones,F,54408 Jane Ridge,Cape Coral,FL,33993,26.6786,-82.0254,156391,Operational investment banker,1941-12-24,877632260500,adults_50up_female_urban.json,895e4af999c6ba0e8a3bb95b94a8424b,2023-03-26,20:05:13,1679857513,personal_care,99.1,0,fraud_Parker-Kunde,27.66027,-82.35068,5,6,16,76455,23,1,6,1,14.99,49.64,45.83,867.96,30922.7,455618.95,3,3,4,16
057-78-2180,370805944045404,Robert,Sanders,M,44622 Aaron Summit,Brooklyn,NY,11223,40.5979,-73.9743,2504700,Nature conservation officer,1998-02-20,694079505615,adults_2550_male_urban.json,785868a28152dc27d5b5fcf73ff50c46,2022-12-21,20:18:21,1671650301,food_dining,5.94,0,fraud_Kihn-Schuster,39.664086,-74.354071,4,7,14,59677,10,0,2,0,37.04,88.21,24.97,600.25,52455.87,912477.61,4,12,20,40
524-49-3959,30125514495059,Justin,Jones,M,0044 Trevino Squares,Littlefield,TX,79339,33.9212,-102.3207,7230,Field trials officer,1994-09-06,544020129245,adults_2550_male_urban.json,95acf2d2a5882622f5617371555cec88,2022-08-31,12:01:51,1661943711,misc_pos,185.95,0,"fraud_Yost, Block and Koepp",33.338678,-102.072223,0,0,9,50411,10,0,2,0,30.2,4.28,18.84,2366.0,99418.71,652772.58,6,11,13,32
667-34-0410,6011053258974867,Valerie,Snyder,F,06983 Marshall Gardens,Hampshire,IL,60140,42.0807,-88.517,14341,Theatre stage manager,1980-04-05,484771999069,adults_2550_female_urban.json,f53da68aad5c28fe386288f00c547c05,2023-04-25,19:03:13,1682445793,personal_care,36.91,0,"fraud_Nienow, Barrows and Romaguera",42.389966,-87.948565,0,2,9,3426,23,1,1,0,10.36,15.52,9.92,2712.36,3790.2,1096652.89,5,9,10,32
696-13-0985,371699439185687,Jessica,Kennedy,F,5862 Alexandria Isle Suite 065,Houston,TX,77047,29.6254,-95.375,2906700,"Radiographer, diagnostic",1961-04-10,777418314012,adults_50up_female_urban.json,d220a8c476ef488428f79a20673dc77b,2022-12-03,03:00:41,1670032841,food_dining,90.5,0,fraud_Kihn-Fritsch,28.894045,-95.879181,5,8,13,21521,0,1,5,1,71.68,10.42,41.95,223.33,34776.3,1010333.22,4,10,23,18
500-50-9249,3599097498867685,Kevin,Wells,M,256 Crystal Way,Newburg,PA,17240,40.1333,-77.5669,3345,Catering manager,1979-03-14,880955049837,adults_2550_male_urban.json,87b0e6b802de3d00296b3a360575a4ad,2023-03-24,23:51:16,1679698276,kids_pets,3.88,0,fraud_Waelchi Inc,39.675228,-77.352547,2,7,15,65262,14,0,4,0,62.02,5.61,67.88,4841.96,91865.78,476084.42,4,12,13,38
084-71-9221,180055798322901,Margaret,Johnson,F,9054 Stevenson Mill,Independence,MO,64050,39.0983,-94.4111,123373,Event organiser,1972-02-14,353818478313,adults_50up_female_urban.json,fc071b950f8cdc612fd2a6e6a95c73e7,2022-12-24,22:13:50,1671916430,home,185.45,0,fraud_Botsford and Sons,38.568134,-93.830482,0,2,7,6035,9,0,5,1,70.03,6.21,60.65,605.76,63655.22,1041490.26,3,14,17,47
613-17-7007,30001076332032,Anthony,Fields,M,95623 Morales Drive Apt. 301,Quincy,MA,2169,42.2491,-70.9978,92271,"Surveyor, building control",1986-02-01,982603975213,adults_2550_male_urban.json,8e8672d94fe7e3706209e02ae1ae375b,2022-06-18,00:30:52,1655508652,grocery_net,373.51,0,"fraud_Swaniawski, Bahringer and Ledner",41.960373,-70.246596,3,7,16,2449,10,0,5,1,88.65,23.83,33.05,1909.65,82525.33,187778.82,7,10,17,24
081-47-8660,3514686027930337,Michael,Mcdowell,M,47599 James Route Apt. 760,Dallas,TX,75253,32.6833,-96.5964,1263321,Politician's assistant,1966-03-25,571246178367,adults_50up_male_urban.json,5d4ce79a1335b0ebe76715181f50cf98,2022-11-18,00:23:53,1668727433,entertainment,7.88,0,"fraud_Schaefer, Fay and Hilll",32.626423,-96.214383,6,11,17,38837,12,0,4,0,84.09,66.25,12.15,3553.05,38065.89,625162.81,6,9,9,17
353-33-9782,213191032041030,Margaret,Anderson,F,29729 Roth Mission,San Marcos,CA,92069,33.1444,-117.1697,89275,"Journalist, newspaper",1947-07-22,395109304355,adults_50up_female_urban.json,918cd6680c7c2570a36ab2b702daa6a7,2022-07-02,06:48:04,1656740884,grocery_pos,8.44,0,fraud_DuBuque LLC,33.250248,-117.775656,4,4,12,11883,22,1,5,1,14.54,84.01,38.03,4608.38,53935.25,873687.9,1,12,21,41
317-88-2349,583485373380,Travis,Perez,M,56004 Reginald Gateway Apt. 017,Idaho Falls,ID,83401,43.5518,-111.8919,101543,Waste management officer,1974-11-12,485707891793,adults_2550_male_urban.json,ff925f672ae5c02e71eaeefbddccaafe,2023-04-21,22:49:52,1682113792,personal_care,8.63,0,"fraud_Walter, Hettinger and Kessler",43.887892,-110.929571,6,6,15,27701,3,1,4,0,42.0,19.11,67.87,2503.46,50576.83,208092.85,2,5,6,11
031-78-2121,6011566259163297,James,Williams,M,23611 Bishop Knoll,Plymouth,MA,2360,41.9104,-70.642,56271,Illustrator,1982-01-20,60654525620,adults_2550_male_urban.json,91cc1fbcea3379dc9b80f72c1fd1fbff,2022-05-24,08:01:52,1653375712,gas_transport,58.65,0,"fraud_Lind, Huel and McClure",42.471903,-70.7462,5,7,15,84540,4,0,1,0,27.03,71.05,66.57,4658.01,71326.2,810939.83,2,11,18,41
056-74-9635,4509379416848435928,Curtis,Lara,M,35209 Solis Locks,Houston,TX,77017,29.6863,-95.2555,2906700,Leisure centre manager,1991-06-25,97886478839,adults_2550_male_urban.json,30129755136d3969f4ff5e32ef6fa3c4,2022-10-07,16:05:20,1665155120,shopping_net,9.2,0,fraud_Ankunding LLC,29.780396,-95.479528,1,4,10,25063,0,1,4,0,28.7,24.58,50.47,2969.44,90009.74,298525.05,2,13,23,35
120-42-5640,3572562221905335,Tara,Holland,F,0474 Lester Hollow Suite 559,Hometown,IL,60456,41.7311,-87.7315,4349,Environmental health practitioner,1993-04-15,479321710054,adults_2550_female_urban.json,155d4140000d913c1c1baf71ddf3d8dd,2022-12-16,19:06:25,1671213985,food_dining,140.7,0,fraud_Daugherty-Thompson,42.602445,-88.11802,0,3,11,71965,9,0,4,0,72.74,19.9,67.51,523.19,14546.44,562411.28,3,14,16,17
232-53-5634,568898483876,Stephen,Lopez,M,4134 Krause Square Suite 098,Madison,WI,53711,43.0356,-89.4526,272940,"Physicist, medical",1954-06-06,245314040797,adults_50up_male_urban.json,eace8f0612e80aaded309ee6e4101c3a,2022-12-25,23:55:09,1672008909,home,88.54,0,"fraud_Crist, Jakubowski and Littel",42.539944,-89.990124,5,6,16,71232,23,1,6,1,18.74,37.96,63.81,2153.94,91327.91,303112.05,1,9,21,17
202-08-4525,6526297720814601,Catherine,Mercer,F,621 Knight Rapid,Seattle,WA,98103,47.6734,-122.3426,837792,Analytical chemist,1951-12-28,750212763440,adults_50up_female_urban.json,40bb1d8be73b97df71ea608ffc5b0b9d,2023-04-22,12:09:52,1682161792,travel,7.29,0,fraud_Goyette-Herzog,48.002777,-121.498694,2,2,12,39196,9,0,5,1,51.38,89.95,18.56,4739.95,85278.8,79887.25,4,4,15,24
851-08-7767,6011643850095374,Carrie,Nelson,F,6231 Tonya Flat,Columbus,OH,43235,40.1088,-82.9742,783285,Paediatric nurse,1999-03-22,13377389452,young_adults_female_urban.json,9798535486605f02844a34552597e175,2022-05-13,00:29:18,1652398158,gas_transport,34.86,0,fraud_Bins-Rice,40.444981,-83.874564,5,8,18,19560,16,0,4,0,40.68,7.72,20.1,1340.59,31476.06,798922.4,5,9,17,29
578-08-9156,30406403910659,Melody,Weaver,F,70462 Katie Stream,Princeton,WV,24740,37.3799,-81.1175,30435,Petroleum engineer,1936-07-17,420440076410,adults_50up_female_urban.json,767650a7d94cdd6975b4fb964558344e,2023-02-19,18:57:21,1676829441,kids_pets,72.72,0,fraud_Breitenberg-Hermiston,37.71819,-81.077301,2,5,13,21004,8,0,6,1,50.33,46.33,35.63,1386.36,12253.41,202952.64,0,15,21,26
541-29-6890,213165736759790,Evan,Hall,M,3257 Justin Way Apt. 505,Lake Worth,FL,33463,26.5955,-80.1291,215808,"Buyer, industrial",1951-04-18,901764865886,adults_50up_male_urban.json,1b9f82e97d732e6bf27194da3f84984f,2023-04-30,14:32:16,1682861536,travel,7.47,0,fraud_Kessler Inc,27.573649,-81.008591,3,7,12,84941,5,0,6,1,53.31,45.9,21.64,4708.47,33210.12,55383.4,2,8,23,20
533-08-6181,2677742126049498,Tracey,Nelson,F,33005 James Via,Midland,TX,79705,32.0295,-102.0915,134281,Amenity horticulturist,1977-02-15,782036386079,adults_2550_female_urban.json,1b6f1cfa47834b8b16b15178168ce35a,2022-12-23,18:07:14,1671815234,health_fitness,85.6,0,fraud_Rippin-VonRueden,31.06092,-102.802446,1,3,11,63087,17,0,4,0,51.73,15.03,29.22,2532.66,55403.52,722918.95,2,6,16,46
629-47-8237,4564175411374799202,Christopher,Garza,M,757 Holden Ridges Apt. 663,Mohnton,PA,19540,40.2584,-75.9833,11723,Office manager,1958-05-22,348097539299,adults_50up_male_urban.json,5b93e961d8fd7b06a5b3a3ae27d52d1c,2023-03-02,17:08:39,1677773319,kids_pets,13.39,0,fraud_Gleason and Sons,39.688921,-75.107579,2,3,12,26120,21,1,3,0,18.51,18.76,12.89,2454.48,93037.27,461990.9,0,0,19,9
